4.25343 28.0568 11.6905 30.6911
4.27658 -9.33791 -34.5442 36.0387
9.92326 40.437 -154.981 160.477
5.56623 8.58053 -6.55634 12.1488
18.4217 26.9541 -11.8927 34.7465
7.99784 33.6171 -118.589 123.521
10.8277 1.96487 2.57002 11.3006
27.4692 -35.8046 98.4598 108.309
11.0988 -3.72915 -32.4134 34.4633
20.2292 6.28792 -41.0446 46.1889
17.4595 -36.5563 79.7506 89.4503
22.7003 -33.482 -0.736678 40.4585
44.8572 -3.82298 122.276 130.301
6.91166 13.0281 57.7851 59.6374
6.60247 18.8017 68.5295 71.3679
37.0869 -10.6898 134.8 140.217
22.3976 3.0719 -13.4482 26.3048
9.69536 28.5554 17.9621 35.1006
42.0946 -1.54028 86.4405 96.1576
22.7756 -32.8604 -37.7975 55.0199
0.455398 10.1253 -2.55462 10.4525
3.51879 34.4652 12.1949 36.728
10.977 42.6772 -154.396 160.562
32.0658 33.2454 -36.3258 58.7626
30.1189 17.5308 -38.077 51.6172
17.6139 37.2762 108.257 115.842
22.4213 -1.88891 110.259 112.531
18.5449 28.4831 -187.392 190.449
27.891 37.1896 31.8165 56.3318
2.04549 -11.7884 -61.7149 62.864
28.076 -37.0934 -4.52217 46.7401
7.54968 43.0621 217.996 222.337
7.20743 26.8025 -76.274 81.1668
3.44553 20.2551 8.37099 22.1859
22.1603 -38.5748 -109.43 118.127
18.0718 23.9577 -45.3948 54.4174
7.24684 -43.7591 152.176 158.508
12.3001 16.8053 -122.567 124.324
34.7611 -11.7467 -175.833 179.62
16.9726 -40.0768 -46.8291 63.9311
36.9771 -12.7288 10.1612 40.4052
2.33281 44.2952 -150.432 156.836
7.6078 -12.1095 -29.6082 32.881
21.2537 -38.7753 -187.94 193.071
35.5865 18.4611 -87.0025 95.7948
38.272 15.5634 163.653 168.787
32.3641 -8.31194 51.9357 61.7563
23.7532 6.39053 70.992 75.1327
26.0431 23.2362 13.4946 37.4201
7.82262 41.6695 -38.644 57.3664
18.4236 26.6441 -2.41747 32.4835
40.3713 -9.91229 54.7422 68.7372
1.19781 38.5007 95.1637 102.664
29.0764 -30.9042 -40.9507 58.9701
9.63772 32.7585 99.8494 105.527
19.9934 -3.54761 -13.994 24.6608
2.577 44.5498 -176.378 181.935
7.33844 40.7466 59.8801 72.7995
19.0821 -41.6438 141.526 148.754
42.2145 -9.21504 77.03 88.321
1.6922 -31.2397 65.1459 72.2688
11.8699 -30.959 42.1667 53.6413
34.1649 29.9548 204.872 209.85
11.3423 -0.013378 0.136304 11.3432
7.79998 -8.51271 -1.03218 11.5919
12.111 4.82598 51.3113 52.9416
1.25171 40.5591 -2.08618 40.632
2.56167 -39.4314 -58.7056 70.7654
40.5925 -20.7676 142.373 149.496
11.1672 3.28142 -0.728394 11.6621
24.204 17.3759 14.1245 32.9736
26.1068 7.91737 52.7723 59.4068
39.7393 2.76494 138.25 143.874
36.5017 -26.2127 10.0788 46.055
28.9029 -22.4326 -34.3369 50.1758
23.1676 -38.8265 91.0648 101.671
5.3292 33.8576 53.6141 63.6334
36.5684 19.4454 26.1158 48.9633
21.9294 28.5952 206.097 209.224
40.1718 -11.7376 35.3003 54.7509
26.2374 -23.6542 19.3168 40.2624
24.6694 28.7164 -116.773 122.756
12.2726 2.51181 -49.2 50.7697
20.4557 17.9568 52.5133 59.1484
7.21058 -39.7309 -203.427 207.396
44.8326 -7.77656 36.1835 58.135
4.99452 -26.1926 -4.04621 26.9698
40.4536 -21.381 154.996 161.609
44.3506 -8.03878 63.515 77.883
9.94971 5.99487 2.25472 11.833
43.907 3.69789 -107.382 116.07
16.5882 32.0936 -27.7389 45.5479
4.20941 -40.5751 -4.22939 41.0115
17.2206 9.16132 54.5531 57.9355
0.93971 -10.137 -7.36321 12.5642
27.7787 -27.2497 -9.20734 39.9872
11.8809 6.43822 16.5946 21.4006
50.5246 1.62901 -18.2294 53.7373
10.9075 -3.77145 -16.1792 19.8737
10.5869 13.9624 7.66842 19.1268
24.1827 16.2718 -112.331 116.051
4.76455 -10.6206 11.2432 16.1836
4.50955 15.4694 72.5804 74.3475
35.2709 -28.3928 -266.249 270.072
2.724 45.7758 -17.4995 49.0823
36.8872 2.11633 72.1043 81.0196
26.2465 37.1508 -1.44193 45.5098
35.2338 -24.211 80.244 90.9214
2.87651 -39.8215 -5.23183 40.2666
14.0344 29.107 -27.0186 42.1211
45.0315 -6.26174 -217.347 222.051
19.6552 24.1109 41.2678 51.6787
16.2185 40.8475 -166.996 172.682
13.9243 -36.9828 169.165 173.72
16.6534 -42.0755 -30.8768 54.7819
16.7171 -40.2279 19.167 47.5933
25.3339 37.4803 -32.8092 55.884
38.2781 -0.908121 43.4089 57.8824
30.0044 8.38556 67.0801 73.9616
28.1447 31.5124 35.2467 55.0226
20.994 -37.3651 -178.934 183.996
16.6953 42.2304 181.816 187.401
20.624 -28.6387 -39.5683 53.0205
18.9292 23.7847 10.7425 32.2402
23.7227 5.29778 -50.1008 55.6859
18.6052 -37.5672 -127.019 133.758
37.5445 -24.3655 195.325 200.387
14.1951 37.4482 32.3855 51.5043
15.1899 -41.2032 18.5445 47.669
9.90328 15.3472 12.9575 22.3943
11.4563 -35.8722 -21.1273 43.179
4.02628 -45.5112 -45.9878 64.8256
31.6493 20.3428 -101.319 108.079
23.7016 23.608 -29.8189 44.8138
6.99364 16.4971 -47.9543 51.1926
13.4144 3.10925 -58.9167 60.5045
13.9395 42.4202 -173.94 179.58
32.1838 30.7917 20.9256 49.2119
16.5863 26.1402 20.6596 37.2188
29.2302 -15.7744 35.6843 48.7504
28.383 -29.2496 -73.4167 83.9711
37.1273 13.3727 36.0359 53.4402
40.1989 -8.00843 -39.234 56.7397
5.51865 -30.295 -8.25452 31.8807
7.81718 26.6202 -54.5099 61.1643
13.9077 -33.2764 -140.157 144.723
29.9736 -31.8982 54.1807 69.6524
11.6694 11.0884 -4.96547 16.8459
10.308 -8.17062 -5.73156 14.348
15.4709 -41.8671 -38.866 59.1842
1.82277 -36.243 -44.1877 57.1789
22.8464 -1.09342 138.053 139.935
18.6862 35.5942 53.2955 66.7572
12.6059 15.4982 29.9799 36.0263
33.7637 19.535 102.111 109.308
28.5632 -17.3691 -15.399 36.8059
0.955028 45.6043 -19.904 49.7678
26.7371 -17.1863 54.1539 62.7924
9.46443 7.26656 37.7101 39.5529
37.8407 -55.4653 -171.612 184.279
19.1259 -25.9669 -31.66 45.1934
11.2817 -6.6023 12.5383 18.1128
5.35881 41.7426 185.319 190.037
0.221409 32.0837 -4.19469 32.3575
9.66174 -43.6462 -25.2947 51.363
11.8334 7.1883 4.90581 14.689
43.5718 -3.82384 -45.5025 63.1158
14.9274 -23.4256 -14.7465 31.4491
35.8779 12.6386 76.8669 85.7641
30.6226 -11.8577 -0.27209 32.8393
27.5805 29.2249 -137.172 142.937
2.36717 -31.8542 -22.6941 39.1831
44.1408 16.5078 -141.896 149.517
4.77967 11.9588 -18.8971 22.8683
5.82188 -16.6503 26.4794 31.8164
26.493 20.0763 105.526 110.638
8.34283 -25.8737 0.850651 27.1988
29.7657 -31.209 -24.9517 49.8255
7.25585 43.6655 48.0779 65.3514
16.6376 28.0879 37.4468 49.679
1.30143 -42.692 4.97189 43.0002
31.8944 3.32402 98.5941 103.678
22.3748 28.0249 -10.4649 37.357
7.9459 -8.34916 47.2108 48.5974
9.60182 28.8955 109.974 114.112
1.76031 -13.2678 -18.5888 22.9059
23.121 24.7861 165.059 168.503
25.0005 32.9929 70.4458 81.7078
44.8534 -7.11725 82.5907 94.2534
5.25657 23.5076 -50.1673 55.6507
23.6849 14.2671 63.0339 68.8316
38.702 -23.6353 208.726 213.596
16.6707 37.6715 -81.2639 91.1092
17.736 25.0472 -69.1159 75.6237
20.2577 17.6721 -8.82753 28.2949
24.6392 39.5383 171.233 177.457
26.3133 -14.3731 92.4826 97.2214
22.2043 -8.07324 -54.9648 59.8275
15.7798 -37.4155 -63.4098 75.2976
42.8146 6.78348 41.6577 60.1205
44.1052 -1.19327 -64.0149 77.747
19.2911 3.41292 10.3321 22.1483
7.93158 -7.37047 -40.2452 41.6763
19.1319 16.9174 -47.3703 53.8161
5.79289 41.3488 -1.34221 41.7742
5.94102 -15.038 -13.9236 21.3379
27.067 -18.233 -27.5898 42.7348
2.87414 34.0728 23.4056 41.4372
38.2437 -20.2846 49.2212 65.5498
25.8995 -19.8867 19.0923 37.8257
39.3329 20.9781 69.2032 82.3179
15.2198 5.64414 -8.83382 18.4806
45.589 -3.20749 11.7227 47.1812
11.4592 6.13 -12.7173 18.183
22.3512 -37.3056 26.386 50.8675
3.45009 10.2903 4.58334 11.7814
19.0838 27.843 -91.498 97.526
39.1163 -1.46214 31.4074 50.1861
23.6527 -30.1662 -131.165 136.652
29.3381 -5.25391 3.49222 30.0087
0.159817 13.0463 0.532131 13.0581
26.5856 32.0934 57.7773 71.2391
15.4042 -0.789811 47.9266 50.3475
32.4649 -28.823 -97.2764 106.524
22.9229 10.3226 43.4096 50.1638
32.0718 32.8823 -174.137 180.094
15.9495 -2.4724 71.9586 73.7465
26.1692 -24.5549 23.8987 43.1151
10.5037 32.2567 -46.8251 57.8223
43.8322 -12.5946 15.4969 48.1668
30.5827 -4.44132 26.657 40.812
43.3123 10.9917 8.65778 45.5163
20.5399 -36.5674 -206.042 210.268
8.40412 -44.7662 94.4262 104.838
12.0183 -38.2829 -56.4953 69.2945
21.8371 -34.6769 -86.4526 95.6734
40.7496 -26.6629 55.2506 73.6483
25.9093 5.64005 82.6179 86.7688
6.32683 -38.8625 -87.2182 95.694
7.20957 9.37532 -51.0106 52.3636
13.8147 -12.3825 17.7616 25.6836
5.47152 38.3214 -10.2561 40.0456
26.9853 36.4955 179.609 185.255
7.57467 -42.8941 -11.6747 45.0952
17.1274 -19.5973 -8.74422 27.4565
9.00087 15.6287 -70.391 72.6647
38.6786 22.617 63.407 77.6402
11.7513 36.3596 -59.5068 70.719
11.1001 43.2348 22.4216 49.9518
34.4656 -28.946 -58.6628 73.9396
23.6123 9.71424 -89.2706 92.8501
6.94492 29.3283 -15.1373 33.7272
30.8445 9.59796 -90.9097 96.4784
24.0677 29.9879 12.1491 40.3253
24.4864 3.76111 27.8557 37.2783
3.70259 -9.99336 25.8539 27.9643
29.6717 -31.2684 -155.121 160.999
2.43903 -15.0908 -19.1655 24.5153
6.4804 26.11 39.5042 47.7944
19.2644 -41.9361 -173.166 179.21
28.2856 35.8814 90.8045 101.651
1.17419 -42.0197 -110.409 118.14
42.0537 7.20402 87.4639 97.3157
2.70338 26.3129 15.9152 30.8702
5.54533 -39.001 34.8643 52.6056
4.87394 -10.1569 -18.6832 21.817
23.9855 -26.6943 -29.2741 46.3126
13.8196 2.73341 -5.58771 15.155
45.0905 1.45737 -127.172 134.937
37.6097 -26.2642 65.2648 79.7733
32.91 -0.307382 92.4775 98.1593
40.1593 17.9025 9.77847 45.0431
37.3843 -22.9513 18.7651 47.7124
23.3094 -28.7967 -209.831 213.076
42.4595 22.1158 13.6618 49.7851
6.07206 -32.0726 74.6195 81.4469
30.8809 18.0357 19.2758 40.626
32.26 3.50234 38.3296 50.2209
34.7848 27.6971 50.5313 67.3092
32.897 42.9812 41.414 68.1522
14.42 -45.6676 -21.2555 52.3952
39.3313 -11.1487 -127.014 133.431
0.972657 -46.3094 100.727 110.867
17.5856 37.4925 -10.5381 42.7316
24.5489 10.5021 -137.05 139.627
26.7615 13.0043 -3.87733 30.0054
34.7691 -23.5046 -22.9214 47.82
39.085 8.7361 8.20377 40.881
26.4652 0.358416 -10.3647 28.4247
15.2811 -41.8066 73.5095 85.9357
25.5712 22.2601 10.7229 35.5581
4.34286 -15.2095 -42.149 45.0192
30.504 -2.35097 -15.8904 34.475
18.4325 -1.1079 62.2408 64.9223
26.3348 28.1351 -19.6127 43.2408
44.6212 -12.3314 -42.0784 62.5596
9.94386 -1.60949 -27.5413 29.3256
4.93651 14.3329 7.53172 16.9271
14.0469 75.7063 -255.139 266.505
37.9072 -2.55534 -19.1753 42.5579
11.8635 9.19268 -69.5874 71.1875
43.1678 -1.64295 18.7934 47.11
36.3295 -1.15552 -137.219 141.952
22.0865 26.1972 -16.4965 38.0295
17.2693 -43.6977 59.7412 76.0048
15.1434 -19.4366 -11.1575 27.048
5.17899 21.1218 -8.75639 23.4441
9.70445 30.4782 -3.32726 32.1584
12.3188 41.7327 -51.6984 67.5729
44.6972 12.6991 -68.9238 83.124
22.4135 -36.6607 -32.0953 53.6328
2.24774 -16.4975 23.8085 29.0528
21.4871 38.9643 34.2965 56.1797
7.05717 -11.7411 28.0854 31.2481
23.7758 -22.2343 92.7377 98.2849
22.1204 28.183 9.96212 37.1865
4.32198 23.2843 -10.617 25.953
12.7728 18.4462 15.9462 27.5261
23.7293 31.6842 -90.4742 98.755
25.1533 30.8902 -15.3126 42.6775
16.0255 -38.0168 43.1377 59.6905
31.2103 33.6404 -74.2487 87.2847
4.0952 -9.32241 -32.399 33.9613
13.9382 -6.20141 -24.5203 28.8787
38.5779 -14.4336 44.0667 60.3196
11.9947 41.3508 -129.355 136.332
21.4433 -25.5449 -22.2533 40.0945
5.89868 25.1854 20.0194 32.709
31.7441 -24.8022 90.221 98.8062
3.92298 -39.8641 24.091 46.7431
21.5763 36.4522 -81.9043 92.2096
2.65438 25.2921 -54.7951 60.409
11.0756 12.9695 31.2305 35.584
